index,ipca_71_84_comp_1,ipca_71_84_comp_2,ipca_71_84_comp_3,ipca_71_84_comp_4,ipca_71_84_comp_5,ipca_71_84_comp_6,ipca_71_84_comp_7,ipca_71_84_comp_8,ipca_71_84_comp_9,ipca_71_84_comp_10,ipca_71_84_comp_11,ipca_71_84_comp_12,ipca_71_84_comp_13,ipca_71_84_comp_14
int64,float16,float16,float16,float16,float16,float16,float16,float16,float16,float16,float16,float16,float16,float16
0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
1,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
4,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
11,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
12,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
13,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
17,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
18,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
19,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
20,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
21,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
22,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
27,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
28,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
29,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
30,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
33,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
35,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
37,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
45,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
46,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
57,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
59,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
70,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
71,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
73,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
74,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
77,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
78,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
80,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
81,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
82,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
83,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
84,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
86,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
87,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
88,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
89,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
90,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
91,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
92,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
93,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
96,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
97,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
98,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
99,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
100,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
101,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
102,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
103,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
105,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
107,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
112,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
115,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
116,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
123,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
124,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
127,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
129,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
140,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
141,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
143,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
144,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
147,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
148,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
150,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
151,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
152,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
153,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
154,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
156,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
157,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
158,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
159,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
160,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
161,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
162,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
163,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
165,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
166,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
167,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
168,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
169,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
170,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
171,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
172,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
173,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
175,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
177,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
182,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
184,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
185,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
186,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
190,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
193,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
194,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
197,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
199,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
203,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
204,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
210,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
211,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
213,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
214,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
216,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
217,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
218,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
220,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
221,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
222,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
223,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
224,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
226,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
227,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
228,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
229,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
230,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
231,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
232,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
233,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
235,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
236,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
237,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
238,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
239,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
240,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
241,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
242,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
243,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
245,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
246,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
247,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
252,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
254,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
255,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
256,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
260,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
263,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
264,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
267,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
269,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
273,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
274,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
280,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
281,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
283,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
284,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
286,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
287,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
288,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
290,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
291,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
292,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
293,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
294,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
296,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
297,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
298,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
299,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
300,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
301,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
302,-6e-08,6e-08,-6e-08,1e-07,0.0,6e-08,6e-08,-6e-08,-0.0,-6e-08,0.0,-6e-08,-0.0,-6e-08
