index,ipca_43_84_comp_1,ipca_43_84_comp_2,ipca_43_84_comp_3,ipca_43_84_comp_4,ipca_43_84_comp_5,ipca_43_84_comp_6,ipca_43_84_comp_7,ipca_43_84_comp_8,ipca_43_84_comp_9,ipca_43_84_comp_10,ipca_43_84_comp_11,ipca_43_84_comp_12,ipca_43_84_comp_13,ipca_43_84_comp_14
int64,float16,float16,float16,float16,float16,float16,float16,float16,float16,float16,float16,float16,float16,float16
0,-4e-07,4.2e-06,1.43e-06,-2.3e-06,-6e-07,4.5e-06,-3.1e-06,-1.1e-06,-8e-07,-5e-07,1.85e-06,3.4e-06,-6.6e-07,2.7e-06
1,-4e-07,4.2e-06,1.43e-06,-2.3e-06,-6e-07,4.5e-06,-3.1e-06,-1.1e-06,-8e-07,-5e-07,1.85e-06,3.4e-06,-6.6e-07,2.7e-06
4,-4e-07,4.2e-06,1.43e-06,-2.3e-06,-6e-07,4.5e-06,-3.1e-06,-1.1e-06,-8e-07,-5e-07,1.85e-06,3.4e-06,-6.6e-07,2.7e-06
11,-4e-07,4.2e-06,1.43e-06,-2.3e-06,-6e-07,4.5e-06,-3.1e-06,-1.1e-06,-8e-07,-5e-07,1.85e-06,3.4e-06,-6.6e-07,2.7e-06
12,-4e-07,4.2e-06,1.43e-06,-2.3e-06,-6e-07,4.5e-06,-3.1e-06,-1.1e-06,-8e-07,-5e-07,1.85e-06,3.4e-06,-6.6e-07,2.7e-06
13,-4e-07,4.2e-06,1.43e-06,-2.3e-06,-6e-07,4.5e-06,-3.1e-06,-1.1e-06,-8e-07,-5e-07,1.85e-06,3.4e-06,-6.6e-07,2.7e-06
17,-4e-07,4.2e-06,1.43e-06,-2.3e-06,-6e-07,4.5e-06,-3.1e-06,-1.1e-06,-8e-07,-5e-07,1.85e-06,3.4e-06,-6.6e-07,2.7e-06
18,-4e-07,4.2e-06,1.43e-06,-2.3e-06,-6e-07,4.5e-06,-3.1e-06,-1.1e-06,-8e-07,-5e-07,1.85e-06,3.4e-06,-6.6e-07,2.7e-06
19,-4e-07,4.2e-06,1.43e-06,-2.3e-06,-6e-07,4.5e-06,-3.1e-06,-1.1e-06,-8e-07,-5e-07,1.85e-06,3.4e-06,-6.6e-07,2.7e-06
20,-4e-07,4.2e-06,1.43e-06,-2.3e-06,-6e-07,4.5e-06,-3.1e-06,-1.1e-06,-8e-07,-5e-07,1.85e-06,3.4e-06,-6.6e-07,2.7e-06
21,-4e-07,4.2e-06,1.43e-06,-2.3e-06,-6e-07,4.5e-06,-3.1e-06,-1.1e-06,-8e-07,-5e-07,1.85e-06,3.4e-06,-6.6e-07,2.7e-06
22,-4e-07,4.2e-06,1.43e-06,-2.3e-06,-6e-07,4.5e-06,-3.1e-06,-1.1e-06,-8e-07,-5e-07,1.85e-06,3.4e-06,-6.6e-07,2.7e-06
27,-4e-07,4.2e-06,1.43e-06,-2.3e-06,-6e-07,4.5e-06,-3.1e-06,-1.1e-06,-8e-07,-5e-07,1.85e-06,3.4e-06,-6.6e-07,2.7e-06
28,-4e-07,4.2e-06,1.43e-06,-2.3e-06,-6e-07,4.5e-06,-3.1e-06,-1.1e-06,-8e-07,-5e-07,1.85e-06,3.4e-06,-6.6e-07,2.7e-06
